,grado_entrada,grado_salida,grado_total,intermediacion,cercania
lamportnanogt,1.0,10.0,11.0,8.348352786996199e-05,0.45657242786359664
lazarozamoragt,1.0,10.0,11.0,0.0002543049808078927,0.45723876240513717
danielmpatriota,0.0,11.0,11.0,8.444494347623806e-05,0.4564393939393939
juanes0773,0.0,11.0,11.0,0.0005884376037867653,0.45697199533255545
alejand09098718,1.0,10.0,11.0,1.6043654684011984e-05,0.45723876240513717
bauarturo57965,0.0,11.0,11.0,2.467987846241793e-05,0.45817490494296575
evelynmorataya,5.0,6.0,11.0,0.00018255236176990117,0.45663897391050867
blancalunae,0.0,11.0,11.0,1.5634569148009303e-05,0.45723876240513717
elmora_siu,0.0,11.0,11.0,0.00012755670318031278,0.45657242786359664
oscarasensio9,0.0,11.0,11.0,8.444494347623806e-05,0.4564393939393939
norma00707408,0.0,11.0,11.0,2.3124524148468736e-05,0.4573055028462998
arthur1949asd,2.0,9.0,11.0,2.7538499384457726e-05,0.4576394975167981
solitariagt,1.0,10.0,11.0,1.5634569148009303e-05,0.457439042195941
poder502,0.0,11.0,11.0,8.444494347623806e-05,0.4564393939393939
wilsonreal89,0.0,11.0,11.0,8.951822798454073e-05,0.45657242786359664
hermelindomele3,1.0,10.0,11.0,3.4984799641317736e-05,0.4583089526038619
manuelhern30456,1.0,10.0,11.0,1.7263368979172337e-05,0.45723876240513717
licojoachin,0.0,11.0,11.0,8.444494347623806e-05,0.4564393939393939
nery_ramosr,11.0,0.0,11.0,4.237503390362992e-05,0.32638816543389937
jprc10,2.0,9.0,11.0,2.4666694082828596e-05,0.4578401285985679
minfingt,6.0,5.0,11.0,0.0013460426203446329,0.45837600585223115
jmenkos,11.0,0.0,11.0,1.5577601686469444e-05,0.31787743506493504
thevigilantegt,0.0,11.0,11.0,0.0009860421026753282,0.45703865791393145
coka_fig,0.0,11.0,11.0,8.444494347623806e-05,0.4564393939393939
sgliss1,0.0,11.0,11.0,3.1091685982331354e-05,0.45750584112149534
marc0rtiz,0.0,11.0,11.0,1.1738282910808499e-05,0.4573722627737226
voznisho,0.0,11.0,11.0,8.444494347623806e-05,0.4564393939393939
alex56gt,11.0,0.0,11.0,2.655107666974492e-05,0.31839430894308945
aliasjj48266282,1.0,10.0,11.0,0.0006978165303837028,0.4573055028462998
10elcrack10,0.0,11.0,11.0,1.3481335860551456e-05,0.4575726595589309
dgm10629,0.0,11.0,11.0,0.00019023209955284479,0.45710533994747593
cobrejacinto,3.0,8.0,11.0,4.082017201435874e-05,0.45703865791393145
j_alexvaldez,11.0,0.0,11.0,1.0797439092143532e-05,0.31758743030917386
diegoletona2,0.0,11.0,11.0,8.444494347623806e-05,0.4564393939393939
eddypaz63452628,0.0,11.0,11.0,8.444494347623806e-05,0.4564393939393939
celineyujo1,0.0,11.0,11.0,8.951822798454073e-05,0.45657242786359664
wuatemalteco,9.0,2.0,11.0,2.741983109681123e-05,0.46270861024959387
geyselmatu28019,0.0,11.0,11.0,0.0019316865349707755,0.4564393939393939
ferretisal29012,0.0,11.0,11.0,0.0019316865349707755,0.4564393939393939
justiciero224,0.0,11.0,11.0,8.444494347623806e-05,0.4564393939393939
marcoan14818708,3.0,8.0,11.0,3.735953897659254e-05,0.4577063550036523
anissette,0.0,11.0,11.0,0.0005884376037867653,0.45697199533255545
lacupicu,0.0,11.0,11.0,0.00012755670318031278,0.45657242786359664
ashidalgo,0.0,11.0,11.0,0.0005283710372503812,0.45857728337236536
krupp31416,0.0,11.0,11.0,0.0011540416529473966,0.45657242786359664
perico8461,11.0,0.0,11.0,6.071568053369429e-06,0.3195634434924521
lectergt_,7.0,3.0,10.0,4.893347068505709e-05,0.34266652083561194
soyelvendedorx,2.0,8.0,10.0,0.00026722233675638375,0.4564393939393939
oea_oficial,10.0,0.0,10.0,4.764835982227593e-05,0.3230563002680965
omar90delta,0.0,10.0,10.0,1.5634569148009303e-05,0.45717204144170437
pmarroquin13,1.0,9.0,10.0,0.00015323285193310522,0.45617355853232383
juliobarriosdeb,0.0,10.0,10.0,1.5634569148009303e-05,0.45717204144170437
migueltrag1,0.0,10.0,10.0,1.5634569148009303e-05,0.45717204144170437
catalanfig,0.0,10.0,10.0,1.5634569148009303e-05,0.45717204144170437
de_don61347,2.0,8.0,10.0,1.5221662954699857e-05,0.4567055393586006
aztecaguate,10.0,0.0,10.0,1.5347940386097264e-05,0.32229194527312005
f_enriquez85,0.0,10.0,10.0,1.5634569148009303e-05,0.45717204144170437
gt_theos,1.0,9.0,10.0,3.3930698848947084e-05,0.45750584112149534
theclowbala,1.0,9.0,10.0,0.00015323285193310522,0.45617355853232383
juliolohengrin,1.0,9.0,10.0,6.771671474491011e-05,0.45717204144170437
isquev,0.0,10.0,10.0,2.153782001776756e-05,0.45703865791393145
gamaliel_matheu,0.0,10.0,10.0,1.7274646074647907e-05,0.45750584112149534
champurradaacf,1.0,9.0,10.0,1.8999619734240866e-05,0.45717204144170437
kinai12345,0.0,10.0,10.0,1.5634569148009303e-05,0.45717204144170437
rebels3600,0.0,10.0,10.0,2.1928178221775866e-05,0.45723876240513717
auraper75486154,0.0,10.0,10.0,1.5634569148009303e-05,0.45717204144170437
noreias,0.0,10.0,10.0,9.209815747505953e-06,0.45710533994747593
chofogts,1.0,9.0,10.0,0.0002851065761296036,0.45824191897030864
tyktoks,0.0,10.0,10.0,1.6418581472629677e-05,0.45817490494296575
mrckcstl,1.0,9.0,10.0,6.447059009620154e-06,0.45697199533255545
honor182,0.0,10.0,10.0,1.5634569148009303e-05,0.45717204144170437
cesartajin10,0.0,10.0,10.0,1.5634569148009303e-05,0.45717204144170437
efacedwin,0.0,10.0,10.0,1.5634569148009303e-05,0.45717204144170437
monymmorales,1.0,9.0,10.0,1.05593957907643e-05,0.45703865791393145
chrizzao,1.0,9.0,10.0,9.647413936853537e-05,0.45717204144170437
gdialectico,2.0,8.0,10.0,9.774964621401488e-05,0.4562399883500801
dtizper,0.0,10.0,10.0,1.5634569148009303e-05,0.45717204144170437
yoda_libre,1.0,9.0,10.0,1.2502600116366971e-05,0.4573055028462998
playsomerock45,0.0,10.0,10.0,1.5634569148009303e-05,0.45717204144170437
rafaellinarte5,0.0,10.0,10.0,0.0016126055534202038,0.45630643751820565
carlosleonels11,0.0,10.0,10.0,1.5634569148009303e-05,0.45717204144170437
odiaz1658,0.0,10.0,10.0,4.2642818166685486e-05,0.45817490494296575
soyfdelrincon,10.0,0.0,10.0,8.528312841180965e-06,0.32209314279839624
whaasstsecty,10.0,0.0,10.0,1.3211668434568615e-05,0.3223914385676065
victorb37695,0.0,10.0,10.0,0.00015125183738192187,0.457439042195941
santaexmin,2.0,8.0,10.0,1.4321856790810587e-05,0.4573722627737226
jaque_mate2,1.0,9.0,10.0,0.00015323285193310522,0.45617355853232383
elbatishute,0.0,10.0,10.0,0.00034040826211176854,0.4569053521948374
velvetfabiola,2.0,8.0,10.0,0.0005026592097102581,0.457907044723765
derech0so,0.0,10.0,10.0,0.00010857371745629952,0.45677212421635804
vilmavillatoro7,0.0,10.0,10.0,6.224395840473492e-05,0.4573055028462998
alvaradoanaite,0.0,10.0,10.0,0.00024384031000976013,0.45650590120938367
horseboina9,0.0,10.0,10.0,1.5634569148009303e-05,0.45717204144170437
manuelgamar34,0.0,10.0,10.0,6.447059009620154e-06,0.45703865791393145
lestermota,0.0,10.0,10.0,0.0014181389773810318,0.4573055028462998
skydragon99,0.0,10.0,10.0,1.5634569148009303e-05,0.45717204144170437
celica502x,0.0,10.0,10.0,1.5634569148009303e-05,0.45717204144170437
july33_s,0.0,10.0,10.0,2.647388389802345e-05,0.457439042195941
sepademendi,0.0,10.0,10.0,2.5073193485509815e-05,0.45703865791393145
noticiasvr_gt,3.0,7.0,10.0,0.00019937334716756027,0.45630643751820565
jul_sando_1962,4.0,6.0,10.0,8.374880657658974e-06,0.457907044723765
chocolateecurls,1.0,9.0,10.0,8.991854062249007e-05,0.4568387284922718
ebeliopulu76138,0.0,10.0,10.0,1.5634569148009303e-05,0.45717204144170437
templario_gt,1.0,9.0,10.0,0.00015323285193310522,0.45617355853232383
arbencista1944,7.0,3.0,10.0,8.351824858670986e-06,0.4579739804122204
agiron1969,0.0,10.0,10.0,1.5634569148009303e-05,0.45717204144170437
scspgt,8.0,2.0,10.0,2.4117678284789596e-06,0.45650590120938367
bravesgt,1.0,9.0,10.0,0.00015323285193310522,0.45617355853232383
nonoscallarangt,10.0,0.0,10.0,5.0930849421831906e-06,0.31742654508611956
rdldag16,0.0,10.0,10.0,1.5634569148009303e-05,0.45717204144170437
vanitasidun,1.0,8.0,9.0,0.001421032899277894,0.45717204144170437
derechairo502,1.0,8.0,9.0,6.505691261295104e-06,0.4577063550036523
ivanbarber504,3.0,6.0,9.0,0.00019592837441591927,0.45577538551061975
acatato,0.0,9.0,9.0,4.9158099630527474e-05,0.45630643751820565
ottoottomar,0.0,9.0,9.0,0.0008847805049293491,0.4560407569141194
christianjjhs,0.0,9.0,9.0,2.0591864577890044e-05,0.4569053521948374
imagini1957,0.0,9.0,9.0,0.0012791063124848031,0.45710533994747593
celsanti23,0.0,9.0,9.0,1.5397304631364007e-05,0.45677212421635804
nkcfmoto400,1.0,8.0,9.0,6.224725850091385e-05,0.4569053521948374
justinmendo,0.0,9.0,9.0,1.2502600116366971e-05,0.45703865791393145
casia_daniel,0.0,9.0,9.0,8.379136318838603e-06,0.4568387284922718
byron_argueta5,0.0,9.0,9.0,1.7320467413777903e-05,0.45677212421635804
nemesisgt3,1.0,8.0,9.0,9.537870363318332e-06,0.4568387284922718
momaantonio,1.0,8.0,9.0,9.58040961937928e-07,0.45663897391050867
d_97p,0.0,9.0,9.0,1.732918761239521e-05,0.45703865791393145
frattigiovanni,9.0,0.0,9.0,2.823861933317165e-05,0.32272352698805107
enitolima03,0.0,9.0,9.0,1.6418581472629677e-05,0.45750584112149534
adollfo51,1.0,8.0,9.0,0.00036721233092292075,0.46107431935246507
minsaludguate,9.0,0.0,9.0,9.920607597850156e-06,0.3265582655826558
rcurruchic25741,9.0,0.0,9.0,1.878284540221692e-05,0.3282002933165724
matiasvega69,0.0,9.0,9.0,1.2502600116366971e-05,0.45703865791393145
mike_1087jl,0.0,9.0,9.0,7.767333634843196e-06,0.4573722627737226
expiacion_49,1.0,8.0,9.0,0.0006003144833031978,0.45657242786359664
jobs0901,0.0,9.0,9.0,1.0045332453121528e-05,0.45703865791393145
erickdelcid77,1.0,8.0,9.0,6.192964518329334e-06,0.45703865791393145
rossihectors,0.0,9.0,9.0,7.767333634843196e-06,0.4568387284922718
ajutzuy,0.0,9.0,9.0,1.5829065418892245e-05,0.45650590120938367
guillermo_kano,0.0,9.0,9.0,2.5274777472904465e-05,0.4573722627737226
op_ocultomejor,2.0,7.0,9.0,1.4189476268373451e-05,0.4573722627737226
camil1985,0.0,9.0,9.0,2.2424379188085534e-05,0.4569053521948374
alvaingenieros,0.0,9.0,9.0,0.004466878490526669,0.45617355853232383
geooroz,1.0,8.0,9.0,0.0006654852607155906,0.4564393939393939
oacnudh,9.0,0.0,9.0,2.2292556202902358e-06,0.3161453077699294
erwin15,0.0,9.0,9.0,0.0011536625539288303,0.45630643751820565
renilevin84,0.0,9.0,9.0,8.388705607605429e-06,0.4568387284922718
ivanddeleon3,0.0,9.0,9.0,3.148332092204887e-05,0.45703865791393145
slcharl2,1.0,8.0,9.0,0.000123709692113858,0.4569053521948374
votipp,1.0,8.0,9.0,2.5047823653259646e-05,0.45750584112149534
fullgallogt,0.0,9.0,9.0,1.2502600116366971e-05,0.45703865791393145
dan_vikingo,3.0,6.0,9.0,3.6948120812291252e-06,0.4573722627737226
cguate2020,0.0,9.0,9.0,7.680946852842572e-06,0.45777323202805376
lineasfrescas,2.0,7.0,9.0,0.0006420042684466108,0.45657242786359664
anarchiaeth,1.0,8.0,9.0,3.4341812258228777e-06,0.45657242786359664
arammorales,0.0,9.0,9.0,1.67759676655412e-05,0.45677212421635804
michifiu23,0.0,9.0,9.0,3.922852876089622e-05,0.45703865791393145
soibnan,0.0,9.0,9.0,6.790514004961561e-06,0.45697199533255545
jantolo,0.0,9.0,9.0,1.732918761239521e-05,0.45703865791393145
velizvelizham,0.0,9.0,9.0,8.357566605395255e-06,0.45710533994747593
peterfuentes21,5.0,4.0,9.0,4.105651836185443e-06,0.45677212421635804
rrobertovillate,5.0,4.0,9.0,0.00011120982815052332,0.45804093567251464
el_vitruvio,1.0,8.0,9.0,7.767333634843196e-06,0.4568387284922718
jazmindela_vega,1.0,8.0,9.0,0.000722880115006429,0.4564393939393939
karlam_hm,0.0,9.0,9.0,2.953628762410219e-05,0.4573722627737226
lurisi79,0.0,9.0,9.0,1.5453574648933912e-05,0.45717204144170437
leivaslsergio,5.0,4.0,9.0,4.61498320541203e-06,0.4581079105132329
jaehsaurio,2.0,7.0,9.0,9.07709358193116e-05,0.45750584112149534
titto_maradvic,1.0,8.0,9.0,1.5418031568549402e-06,0.4564393939393939
goool_deportes,4.0,5.0,9.0,0.0002340748200730326,0.45650590120938367
marodros,1.0,7.0,8.0,1.8166541794255316e-06,0.4569053521948374
rolo688,0.0,8.0,8.0,7.767333634843196e-06,0.45677212421635804
mikepachino_7,0.0,8.0,8.0,0.0003104193946779767,0.45717204144170437
omarmoraleslopz,0.0,8.0,8.0,0.0002798096010333438,0.4560407569141194
barbarasierra10,1.0,7.0,8.0,0.0003760293794662652,0.45703865791393145
robrodastrader,0.0,8.0,8.0,7.767333634843196e-06,0.45677212421635804
karlbeni77,0.0,8.0,8.0,7.767333634843196e-06,0.45677212421635804
_franciscorm,3.0,5.0,8.0,2.097746880828498e-06,0.4573722627737226
myeyes_adoredu,3.0,5.0,8.0,6.844448086709979e-06,0.4569053521948374
joa00gonzalez,0.0,8.0,8.0,6.9376797764261745e-06,0.45723876240513717
luismay19871207,0.0,8.0,8.0,2.229728131670554e-05,0.45663897391050867
cesaramarroquin,0.0,8.0,8.0,2.5302663151497694e-06,0.45637290604515657
lumaga16,0.0,8.0,8.0,2.5162273156968403e-06,0.4576394975167981
cazador16876354,0.0,8.0,8.0,7.767333634843196e-06,0.45677212421635804
silvia_depiva,0.0,8.0,8.0,2.316708981877814e-05,0.45697199533255545
allanguevara,0.0,8.0,8.0,7.767333634843196e-06,0.45677212421635804
vasquezrivera,2.0,6.0,8.0,5.6844005757924385e-06,0.45697199533255545
fercajas,1.0,7.0,8.0,0.0011158377056545265,0.45597438509678356
lesslie_860,0.0,8.0,8.0,7.767333634843196e-06,0.45677212421635804
lestergarcialeo,0.0,8.0,8.0,7.767333634843196e-06,0.45677212421635804
durnng1ang,0.0,8.0,8.0,0.0008649569321028844,0.45617355853232383
allancarrillo1,1.0,7.0,8.0,9.585750725756005e-06,0.45697199533255545
jorgezuniga_,0.0,8.0,8.0,0.0008613556352788297,0.4564393939393939
brujita_72,0.0,8.0,8.0,7.767333634843196e-06,0.45677212421635804
lestuardoglez,0.0,8.0,8.0,7.767333634843196e-06,0.45677212421635804
yulimunozgt,6.0,2.0,8.0,6.554241598831871e-07,0.45577538551061975
chapindecorazon,0.0,8.0,8.0,0.003300387247908421,0.4560407569141194
_anderrrson,0.0,8.0,8.0,7.767333634843196e-06,0.45677212421635804
mikecastillo62,0.0,8.0,8.0,1.60166628487277e-05,0.45723876240513717
joealfmorataya,3.0,5.0,8.0,2.261991290696653e-06,0.45677212421635804
elenamotta_,8.0,0.0,8.0,9.802957650664692e-06,0.3204459445637721
georgeonyt,0.0,8.0,8.0,1.5397304631364007e-05,0.4567055393586006
_angelry,0.0,8.0,8.0,7.767333634843196e-06,0.45677212421635804
unitierrag,0.0,8.0,8.0,7.767333634843196e-06,0.45677212421635804
_afcgunner,0.0,8.0,8.0,4.587370543653342e-06,0.4575726595589309
jorgecuevas75,0.0,8.0,8.0,0.00010129829095308295,0.4567055393586006
gandhi_gomez,0.0,8.0,8.0,7.767333634843196e-06,0.45677212421635804
conejo_12toledo,0.0,8.0,8.0,7.767333634843196e-06,0.45677212421635804
danielbexe,0.0,8.0,8.0,7.767333634843196e-06,0.45677212421635804
rolanrama,0.0,8.0,8.0,1.5397304631364007e-05,0.4567055393586006
chinchinpopokom,1.0,7.0,8.0,1.9092228071306842e-05,0.45663897391050867
marnguate,8.0,0.0,8.0,1.2858028985967938e-05,0.31778070798255403
carloskmel76,0.0,8.0,8.0,2.2925952608045148e-05,0.45697199533255545
alfonso52067664,0.0,8.0,8.0,7.767333634843196e-06,0.45677212421635804
mcfrsa,0.0,8.0,8.0,6.928020405749059e-06,0.45723876240513717
malenaalvarado9,1.0,7.0,8.0,2.1508417090014847e-05,0.4567055393586006
vherny7,0.0,8.0,8.0,0.00010452446309430839,0.45637290604515657
jrafaelrev,2.0,6.0,8.0,3.073501962902835e-06,0.4569053521948374
sweetieplusme,0.0,8.0,8.0,1.5397304631364007e-05,0.4567055393586006
prgatica04,0.0,8.0,8.0,0.0004310256537368104,0.45697199533255545
alfonsolopez210,0.0,8.0,8.0,7.767333634843196e-06,0.45677212421635804
beteta2_hugo,0.0,8.0,8.0,7.767333634843196e-06,0.45677212421635804
a78021relojeria,0.0,8.0,8.0,3.026758850004764e-05,0.4560407569141194
ileanalvar93077,0.0,8.0,8.0,0.0006535915040330976,0.45697199533255545
meda_silvi32928,0.0,8.0,8.0,2.1109945838658453e-05,0.45677212421635804
chiltepegt,0.0,8.0,8.0,2.6930947276607454e-05,0.4564393939393939
eumaple,0.0,8.0,8.0,1.5397304631364007e-05,0.4567055393586006
ceslandias,0.0,8.0,8.0,9.880857961734614e-05,0.4577063550036523
santillana87,1.0,7.0,8.0,5.4704906399201466e-05,0.45650590120938367
brucew1235,2.0,6.0,8.0,2.661686301506202e-05,0.45637290604515657
juanpre15413491,0.0,8.0,8.0,7.767333634843196e-06,0.45677212421635804
miltonrcabrera1,0.0,8.0,8.0,0.002107792852927774,0.4560407569141194
jenzaros2,1.0,7.0,8.0,1.5071652084306982e-05,0.4564393939393939
hectord52064509,0.0,8.0,8.0,7.767333634843196e-06,0.45677212421635804
marioitzep16448,0.0,8.0,8.0,7.767333634843196e-06,0.45677212421635804
achishpatojo,0.0,8.0,8.0,7.767333634843196e-06,0.45677212421635804
davidmoral50515,0.0,8.0,8.0,7.767333634843196e-06,0.45677212421635804
robert_orosco91,1.0,7.0,8.0,1.83683342648123e-05,0.457439042195941
fpgabriel1,0.0,8.0,8.0,1.519578863169488e-05,0.45723876240513717
dj_urizar_7,0.0,8.0,8.0,0.0005987472210429868,0.45697199533255545
gildamaritza,0.0,8.0,8.0,2.9258514334290647e-06,0.4564393939393939
quisemperridet,0.0,8.0,8.0,6.447059009620154e-06,0.4569053521948374
palenci4ricard0,0.0,8.0,8.0,1.5397304631364007e-05,0.4567055393586006
victormejial10,0.0,8.0,8.0,7.767333634843196e-06,0.45677212421635804
luka4life,0.0,8.0,8.0,1.5397304631364007e-05,0.4567055393586006
jadieguez84,7.0,1.0,8.0,2.7828316111549772e-06,0.45677212421635804
ixchel71,0.0,8.0,8.0,1.5397304631364007e-05,0.4567055393586006
danyhgonzalez,0.0,8.0,8.0,1.5397304631364007e-05,0.4567055393586006
ambulanterm1,0.0,8.0,8.0,3.060472235655277e-05,0.4583089526038619
galindo_sa99840,0.0,8.0,8.0,1.5944091635843518e-05,0.45677212421635804
kalemarro,0.0,8.0,8.0,1.4722263639061717e-05,0.45663897391050867
aucastmo,1.0,7.0,8.0,8.744438242873385e-05,0.4564393939393939
flor010474,0.0,8.0,8.0,2.2760360605182734e-05,0.45703865791393145
davidishosi,8.0,0.0,8.0,1.8799177529414523e-05,0.3197591345172484
acolindres123,1.0,7.0,8.0,7.786780910874553e-05,0.4564393939393939
miguelpitomtz,0.0,8.0,8.0,4.855144211585811e-06,0.4568387284922718
ramonzamora89,8.0,0.0,8.0,4.199825414804816e-06,0.3187182095625636
tacuazin14,0.0,8.0,8.0,0.001999771626254313,0.45650590120938367
ligiaihernandez,7.0,1.0,8.0,2.7788223200528344e-05,0.3217953985209532
sergiovinicioo,0.0,8.0,8.0,1.5397304631364007e-05,0.4567055393586006
frankguerragt,7.0,1.0,8.0,2.4181353137762293e-06,0.4564393939393939
unchapincomun,0.0,8.0,8.0,3.3116404694319575e-06,0.4569053521948374
chicasramirezr,0.0,8.0,8.0,8.76908115975669e-06,0.4573055028462998
jodyreporta,8.0,0.0,8.0,3.1724388415976725e-06,0.3177162559578136
puremagaman,2.0,6.0,8.0,0.0013933765070746678,0.45564281559045955
ricigt1,7.0,1.0,8.0,1.971332452336801e-05,0.3260484962014778
edgar59974302,0.0,8.0,8.0,4.455312666275828e-06,0.4569053521948374
rojitarodas,2.0,6.0,8.0,4.448730674262479e-06,0.457439042195941
snakecancelable,0.0,8.0,8.0,2.6048297076233666e-06,0.45617355853232383
almagro_oea2015,8.0,0.0,8.0,0.00013521914625981248,0.3247978436657682
soygeorgegt,6.0,2.0,8.0,7.75377952111811e-06,0.4573722627737226
kaluc0,0.0,8.0,8.0,0.0007268894595503922,0.45630643751820565
recinitoslou90,0.0,7.0,7.0,0.0006735805600205998,0.4562399883500801
badcuben,1.0,6.0,7.0,2.1479299876751122e-05,0.45677212421635804
raqu85549,0.0,7.0,7.0,0.0003475732568581045,0.45610714805648567
heraldodomingo2,0.0,7.0,7.0,1.7891337694748794e-05,0.45657242786359664
fenix10_54,0.0,7.0,7.0,2.1822095360333535e-06,0.4573722627737226
mariosa70340783,0.0,7.0,7.0,1.6111898426390584e-05,0.4564393939393939
maurinewyork,0.0,7.0,7.0,6.295655608403541e-06,0.45710533994747593
mnaojil,0.0,7.0,7.0,0.00035529196630416113,0.4569053521948374
francis04188066,0.0,7.0,7.0,1.5225720439098773e-05,0.4568387284922718
alis_ortizz,0.0,7.0,7.0,1.5225720439098773e-05,0.4568387284922718
nydiafer,3.0,4.0,7.0,1.237854861314437e-07,0.45577538551061975
linusvallejo,1.0,6.0,7.0,1.062184223296324e-05,0.45750584112149534
esilvar2,0.0,7.0,7.0,1.6111898426390584e-05,0.4564393939393939
cacifguatemala,7.0,0.0,7.0,1.1856202453157067e-05,0.3169128059882662
edu_am,0.0,7.0,7.0,1.7076496127127865e-05,0.45703865791393145
locosagrado,0.0,7.0,7.0,1.5225720439098773e-05,0.4568387284922718
coyotechapin,0.0,7.0,7.0,1.4303318312543069e-05,0.45703865791393145
masalla_3,0.0,7.0,7.0,0.001683002061918286,0.45677212421635804
ecarolina118,1.0,6.0,7.0,2.5820630221346792e-06,0.4562399883500801
cdeleonandrade,0.0,7.0,7.0,1.7891337694748794e-05,0.45657242786359664
duexnu,0.0,7.0,7.0,1.3989566538353903e-05,0.45657242786359664
ghusriios,1.0,6.0,7.0,5.0241891542213145e-05,0.4562399883500801
justgua1,0.0,7.0,7.0,1.7891337694748794e-05,0.45657242786359664
viscadolphins11,0.0,7.0,7.0,1.7891337694748794e-05,0.45657242786359664
arthurshp_wf,1.0,6.0,7.0,2.6030076268288593e-06,0.4569053521948374
prensa_libre,7.0,0.0,7.0,6.9940303944695275e-06,0.3189128664495114
23bbdo,0.0,7.0,7.0,1.5225720439098773e-05,0.4568387284922718
sr2cq,0.0,7.0,7.0,5.608873486633895e-06,0.4575726595589309
crynewa,0.0,7.0,7.0,0.0012748971827523808,0.4559080325960419
wilsonpaxtor9,0.0,7.0,7.0,1.761931943524046e-05,0.45657242786359664
violetrebelde,0.0,7.0,7.0,0.00041383776320071163,0.45617355853232383
ferbc86,0.0,7.0,7.0,3.243417961763841e-06,0.45657242786359664
vleonsleon,0.0,7.0,7.0,1.5225720439098773e-05,0.4568387284922718
dimix738835,0.0,7.0,7.0,4.2731914019660693e-05,0.45617355853232383
jotapepequ,5.0,2.0,7.0,7.025847316892909e-07,0.45630643751820565
savir_uno,1.0,6.0,7.0,5.139231065854653e-06,0.4569053521948374
arodas45,1.0,6.0,7.0,2.4828557994035365e-06,0.45630643751820565
elliot_gt,0.0,7.0,7.0,1.5225720439098773e-05,0.4568387284922718
alexander8928,0.0,7.0,7.0,0.0002764066842683114,0.45637290604515657
